exponent,min_runtime_new,min_runtime_old
1564,1.8588994862511754e-05,0.00038943899562582374
1565,1.885999517980963e-05,0.00039023999124765396
1566,1.889999839477241e-05,0.0003976500011049211
1567,1.9960003555752337e-05,0.000395380993722938
1568,1.719000283628702e-05,0.00038161000702530146
1569,1.951000012923032e-05,0.00038922000385355204
1570,2.1290004951879382e-05,0.00039101998845580965
1571,1.8210004782304168e-05,0.00038934999611228704
1572,1.941999653354287e-05,0.0003757999947993085
1573,1.9899991457350552e-05,0.00039317899791058153
1574,1.903000520542264e-05,0.00038374999712686986
1575,1.946999691426754e-05,0.0003828200133284554
1576,1.7950005712918937e-05,0.00038876000326126814
1577,1.8710998119786382e-05,0.0004103099927306175
1578,2.0280000171624124e-05,0.0003846500039799139
1579,2.028100425377488e-05,0.00040745000296738
1580,1.990899909287691e-05,0.00040381000144407153
1581,2.161000156775117e-05,0.00040656000783201307
1582,2.1799991372972727e-05,0.0003999399923486635
1583,2.0260005840100348e-05,0.000411300003179349
1584,1.9109997083432972e-05,0.0004102300008526072
1585,2.217000292148441e-05,0.00037145899841561913
1586,1.9259998225606978e-05,0.0003737700026249513
1587,1.920999784488231e-05,0.00037955999141559005
1588,1.9669998437166214e-05,0.00039058999391272664
1589,1.951999729499221e-05,0.00039363899850286543
1590,2.0270003005862236e-05,0.0003752499906113371
1591,2.0659994333982468e-05,0.0004115189949516207
1592,1.8279999494552612e-05,0.0003480000013951212
1593,1.846000668592751e-05,0.00032125999859999865
1594,1.4640012523159385e-05,0.0003586100065149367
1595,1.5199999324977398e-05,0.0002822899987222627
1596,1.9180006347596645e-05,0.0002646109933266416
1597,2.4640001356601715e-05,0.00039742000808473676
1598,2.074000076390803e-05,0.00039826899592299014
1599,2.073000359814614e-05,0.0004010400007246062
1600,1.8840000848285854e-05,0.0003970199904870242
1601,1.915999746415764e-05,0.00041765099740587175
1602,2.0230989321134984e-05,0.0004010400007246062
1603,1.968999276868999e-05,0.00041490999865345657
1604,1.912000880111009e-05,0.000397960000555031
1605,2.0090999896638095e-05,0.0003924390039173886
1606,1.8869992345571518e-05,0.0004046400135848671
1607,2.336000034119934e-05,0.00039815100899431854
1608,1.9230006728321314e-05,0.00040125999657902867
1609,1.9660001271404326e-05,0.0004009589902125299
1610,1.9790008082054555e-05,0.0004068200069013983
1611,2.0500010577961802e-05,0.00039883000135887414
1612,1.9579994841478765e-05,0.00037178999627940357
1613,2.086001040879637e-05,0.00040504999924451113
1614,2.038000093307346e-05,0.0004070110007887706
1615,2.340000355616212e-05,0.00040053999691735953
1616,1.9589992007240653e-05,0.0004059999919263646
1617,1.9919985788874328e-05,0.00039354000182356685
1618,1.9750004867091775e-05,0.00039477999962400645
1619,2.2599997464567423e-05,0.0004199700051685795
1620,2.0480001694522798e-05,0.0004163999983575195
1621,1.9989995053038e-05,0.00038072001188993454
1622,2.1630999981425703e-05,0.0003779800026677549
1623,1.9409999367780983e-05,0.0003796899982262403
1624,1.8970007658936083e-05,0.0004266800096957013
1625,2.212999970652163e-05,0.00044707000779453665
1626,2.1319996449165046e-05,0.0004316700069466606
1627,2.15600011870265e-05,0.00043504100176505744
1628,2.06099939532578e-05,0.0003443300083745271
1629,1.3949989806860685e-05,0.0004354999982751906
1630,2.1339990780688822e-05,0.0004285200120648369
1631,2.203999611083418e-05,0.0004014000005554408
1632,2.021099498961121e-05,0.0003939400048693642
1633,2.0320003386586905e-05,0.0004284799942979589
1634,2.0509993191808462e-05,0.0004335100093157962
1635,2.073099312838167e-05,0.0004266299947630614
1636,1.912000880111009e-05,0.0004148900043219328
1637,2.0190011127851903e-05,0.00041116100328508765
1638,1.951999729499221e-05,0.0004523700044956058
1639,2.199001028202474e-05,0.00038266999763436615
1640,2.034999488387257e-05,0.0004226509918225929
1641,1.9899991457350552e-05,0.0004106800042791292
1642,1.937999331858009e-05,0.0004376900033093989
1643,2.056999073829502e-05,0.0004194899956928566
1644,1.982899266295135e-05,0.0004103800019947812
1645,2.0150007912889123e-05,0.00041572999907657504
1646,2.0399995264597237e-05,0.0004102300008526072
1647,2.069000038318336e-05,0.00041668000631034374
1648,2.0159990526735783e-05,0.0004275399987818673
1649,2.06099939532578e-05,0.0004183200071565807
1650,2.1150000975467265e-05,0.00048261000483762473
1651,2.2120002540759742e-05,0.0007324600010178983
1652,1.9750004867091775e-05,0.000420619995566085
1653,2.099999983329326e-05,0.00041522999526932836
1654,2.0700012100860476e-05,0.000401380006223917
1655,2.1719999494962394e-05,0.0003619700000854209
1656,1.3829994713887572e-05,0.00035750100505538285
1657,1.9041006453335285e-05,0.00037072999111842364
1658,2.01700022444129e-05,0.00044080999214202166
1659,2.2409993107430637e-05,0.00031243999546859413
1660,1.9320010324008763e-05,0.00030881998827680945
1661,2.51400051638484e-05,0.0004468389961402863
1662,2.2660009562969208e-05,0.0004429499967955053
1663,2.3240005248226225e-05,0.0004321899905335158
1664,1.894000160973519e-05,0.0004465500096557662
1665,2.0970008336007595e-05,0.0004345299967098981
1666,2.361000224482268e-05,0.00045079000119585544
1667,2.286999369971454e-05,0.00045554999087471515
1668,2.401000529062003e-05,0.0004306699993321672
1669,2.392000169493258e-05,0.0003669900033855811
1670,2.178999420721084e-05,0.00029351000557653606
1671,2.1729996660724282e-05,0.00043825000466313213
1672,2.1419997210614383e-05,0.00044191999768372625
1673,2.0370993297547102e-05,0.0004733700043288991
1674,2.0539999241009355e-05,0.00043243999243713915
1675,2.4149994715116918e-05,0.00043678900692611933
1676,2.2131003788672388e-05,0.0004100599908269942
1677,2.4908993509598076e-05,0.00038688899076078087
1678,1.4991004718467593e-05,0.00029736901342403144
1679,2.496900560799986e-05,0.00045155000407248735
1680,2.2549997083842754e-05,0.0004480799980228767
1681,2.264999784529209e-05,0.00039991000085137784
1682,2.8010006644763052e-05,0.0004307589988457039
1683,2.0620005670934916e-05,0.0004360000020824373
1684,2.143999154213816e-05,0.00042579999717418104
1685,2.2280000848695636e-05,0.0004404399951454252
1686,2.2151012672111392e-05,0.00043138999899383634
1687,2.200000744778663e-05,0.000433698995038867
1688,2.5120010832324624e-05,0.00039627100341022015
1689,2.126899198628962e-05,0.0003483100008452311
1690,2.1989995730109513e-05,0.00043729000026360154
1691,2.1860003471374512e-05,0.0004473099979804829
1692,2.2459993488155305e-05,0.00043883000034838915
1693,2.4070002837106586e-05,0.000315440003760159
1694,1.4410004951059818e-05,0.0003130690020043403
1695,2.501999551896006e-05,0.0004868300020461902
1696,2.260999463032931e-05,0.00048234999121632427
1697,2.1949992515146732e-05,0.0004635390068870038
1698,2.291999408043921e-05,0.000440479998360388
1699,2.3289001546800137e-05,0.000424601006670855
1700,2.1809988538734615e-05,0.0003896200068993494
1701,1.514999894425273e-05,0.00038302000029943883
1702,1.427099050488323e-05,0.0003242999955546111
1703,1.4739998732693493e-05,0.00031802000012248755
1704,1.8609993276186287e-05,0.0004428200045367703
1705,2.138000854756683e-05,0.00041874899761751294
1706,2.3859989596530795e-05,0.00042687999666668475
1707,2.3100001271814108e-05,0.0004615600046236068
1708,2.3280008463189006e-05,0.0004496299952734262
1709,2.4509005015715957e-05,0.0004651100025512278
1710,2.3500004317611456e-05,0.00048410000454168767
1711,2.256999141536653e-05,0.00046054000267758965
1712,2.1679996279999614e-05,0.00044973001058679074
1713,2.2110005374997854e-05,0.0004393700073705986
1714,2.1460000425577164e-05,0.00031084999500308186
1715,2.3600005079060793e-05,0.0003207409899914637
1716,1.3719996786676347e-05,0.00030153999978210777
1717,1.531001180410385e-05,0.0003124899958493188
1718,2.4160006432794034e-05,0.0003404199960641563
1719,2.3499989765696228e-05,0.00044170099135953933
1720,1.396999869029969e-05,0.0003707699943333864
1721,2.256000880151987e-05,0.00043096000445075333
1722,2.230000973213464e-05,0.0004272610094631091
1723,2.3451008019037545e-05,0.00045632998808287084
1724,2.1579995518550277e-05,0.00044503000390250236
1725,2.248000237159431e-05,0.0004374599957372993
1726,2.4029999622143805e-05,0.00043485000787768513
1727,2.2249994799494743e-05,0.0004430999979376793
1728,2.3580010747537017e-05,0.0004509800055529922
1729,2.344998938497156e-05,0.00045995000982657075
1730,2.326999674551189e-05,0.00048349999997299165
1731,2.278000465594232e-05,0.00043049000669270754
1732,2.4499997380189598e-05,0.00046012099483050406
1733,2.4060005671344697e-05,0.0003897400019923225
1734,1.4029996236786246e-05,0.0003309599997010082
1735,2.3899003281258047e-05,0.00045048000174574554
1736,2.2159991203807294e-05,0.0004164400015724823
1737,2.2849999368190765e-05,0.00044985000567976385
1738,2.4199995095841587e-05,0.00030062999576330185
1739,1.6709003830328584e-05,0.00030420000257436186
1740,1.4420002116821706e-05,0.0002995999966515228
1741,2.435900387354195e-05,0.0004034300072817132
1742,1.614000939298421e-05,0.000451279993285425
1743,2.458000381011516e-05,0.00046274000487755984
1744,2.2200008970685303e-05,0.00047039899800438434
1745,2.443999983370304e-05,0.00045151999802328646
1746,2.330999996047467e-05,0.00044176999654155225
1747,2.291100099682808e-05,0.0004405490035424009
1748,2.453998604323715e-05,0.00043817999539896846
1749,2.4859997211024165e-05,0.00044647000322584063
1750,2.474999928381294e-05,0.00044876000902149826
1751,2.418000076431781e-05,0.00046270000166259706
1752,2.313099685125053e-05,0.00046947901137173176
1753,2.6599998818710446e-05,0.00045696999586652964
1754,2.321999636478722e-05,0.0004443989892024547
1755,2.5350003852508962e-05,0.0004759800067404285
1756,2.344998938497156e-05,0.0004615989892045036
1757,2.1979998564347625e-05,0.0004463700024643913
1758,2.3469998268410563e-05,0.00041649000195320696
1759,2.4679990019649267e-05,0.0004542899987427518
1760,2.2620006348006427e-05,0.00046267999277915806
1761,2.5529006961733103e-05,0.0004685400053858757
1762,2.6049994630739093e-05,0.0004598200030159205
1763,2.6349996915087104e-05,0.00030520001018885523
1764,2.474999928381294e-05,0.00034797000989783555
1765,2.4950000806711614e-05,0.00036468000325839967
1766,2.3550994228571653e-05,0.0004097499913768843
1767,1.5300000086426735e-05,0.00030401999538298696
1768,1.4770004781894386e-05,0.0003027200000360608
1769,1.5440004062838852e-05,0.000407020008424297
1770,2.4980006855912507e-05,0.00043014000402763486
1771,2.5290006306022406e-05,0.0004631300107575953
1772,2.491999475751072e-05,0.0004510700091486797
1773,2.5030007236637175e-05,0.00046930900134611875
1774,2.3069995222613215e-05,0.0004548599972622469
1775,2.5649991584941745e-05,0.0003500599996186793
1776,2.405099803581834e-05,0.0003437999985180795
1777,2.0368999685160816e-05,0.0003684499970404431
1778,2.465999568812549e-05,0.0003657500055851415
1779,1.75400055013597e-05,0.00045637000584974885
1780,2.5169007130898535e-05,0.0004946989938616753
1781,2.5469998945482075e-05,0.0004931599978590384
1782,2.5689994799904525e-05,0.0004722099984064698
1783,2.5869987439364195e-05,0.0004856609884882346
1784,2.309000410605222e-05,0.00031514099100604653
1785,1.571999746374786e-05,0.0003650900034699589
1786,1.562999386806041e-05,0.00037355000677052885
1787,1.7610000213608146e-05,0.0003356890083523467
1788,1.550000160932541e-05,0.0003297099901828915
1789,1.679999695625156e-05,0.00032187000033445656
1790,2.5560002541169524e-05,0.0004957399942213669
1791,2.6030000299215317e-05,0.0004835900035686791
1792,2.2550011635757983e-05,0.0004751610103994608
1793,2.21800000872463e-05,0.00033212000562343746
1794,1.5430006897076964e-05,0.00034121099452022463
1795,2.4020002456381917e-05,0.0003262599930167198
1796,1.5330006135627627e-05,0.0004781900061061606
1797,1.4389996067620814e-05,0.00032531999750062823
1798,1.698000414762646e-05,0.00034760900598485023
1799,2.300000051036477e-05,0.00033272999280598015
1800,2.247998781967908e-05,0.0004630799958249554
1801,2.461999247316271e-05,0.0004972699971403927
1802,2.5350003852508962e-05,0.0004756900016218424
1803,2.3510001483373344e-05,0.0004000390035798773
1804,1.4300007023848593e-05,0.0003472700045676902
1805,2.4850000045262277e-05,0.0005154700047569349
1806,2.5639994419179857e-05,0.0005292300047585741
1807,2.6670997613109648e-05,0.0005119300039950758
1808,2.6130001060664654e-05,0.0004477600014070049
1809,2.6380002964287996e-05,0.0004982790123904124
1810,2.5979999918490648e-05,0.0005153999954927713
1811,2.279000182170421e-05,0.0005079499969724566
1812,2.5820001610554755e-05,0.0005022699915571138
1813,2.549000782892108e-05,0.0004947099951095879
1814,2.5500004994682968e-05,0.000531750003574416
1815,2.8000009479001164e-05,0.0005202900065341964
1816,2.5770001229830086e-05,0.0004929999995511025
1817,2.1679996279999614e-05,0.0003857700066873804
1818,2.776000474113971e-05,0.0005258000019239262
1819,2.7570000384002924e-05,0.0005282210040604696
1820,2.587999915704131e-05,0.0005260299949441105
1821,2.6559995603747666e-05,0.0005407800053944811
1822,2.8349997592158616e-05,0.0005014900089008734
1823,2.6470006559975445e-05,0.0003662609960883856
1824,1.4168996131047606e-05,0.00033900000562425703
1825,1.5609999536536634e-05,0.00034733000211417675
1826,1.9040002371184528e-05,0.00046501999895554036
1827,2.9660004656761885e-05,0.0005164500034879893
1828,2.4339999072253704e-05,0.0005742200009990484
1829,2.7469999622553587e-05,0.0005452899931697175
1830,1.5090001397766173e-05,0.00043660998926497996
1831,2.2189997253008187e-05,0.00034921000769827515
1832,1.4370001736097038e-05,0.0003596699971240014
1833,2.4551001843065023e-05,0.0003523290070006624
1834,1.4830002328380942e-05,0.0003415399987716228
1835,1.9929997506551445e-05,0.0004944500105921179
1836,2.5699991965666413e-05,0.0004930100112687796
1837,1.6840000171214342e-05,0.0003404000017326325
1838,2.117999247275293e-05,0.0004102399980183691
1839,2.8039998142048717e-05,0.0005312099965522066
1840,2.5931003619916737e-05,0.0005277900054352358
1841,2.3560001864098012e-05,0.00046506000217050314
1842,2.0880004740320146e-05,0.0004844999930355698
1843,2.439999661874026e-05,0.00046768000174779445
1844,1.567999424878508e-05,0.0005142799927853048
1845,2.531000063754618e-05,0.0005498999962583184
1846,2.5200002710334957e-05,0.0005202210013521835
1847,2.5569999706931412e-05,0.0004962700040778145
1848,1.7269994714297354e-05,0.000495129992486909
1849,2.5340006686747074e-05,0.0005160400032764301
1850,2.7229994884692132e-05,0.0005170099902898073
1851,2.7170011890120804e-05,0.0004717900010291487
1852,2.688998938538134e-05,0.0005344189994502813
1853,2.732900611590594e-05,0.0005230800015851855
1854,2.0650011720135808e-05,0.0003311200125608593
1855,1.9059996702708304e-05,0.00047650000487919897
1856,1.9040991901420057e-05,0.0005148299969732761
1857,2.553100057411939e-05,0.0005373300082283095
1858,2.636999124661088e-05,0.0005414000042947009
1859,2.6559995603747666e-05,0.000538880005478859
1860,2.5960005586966872e-05,0.0005154200043762103
1861,2.501999551896006e-05,0.0003919199953088537
1862,1.9210012396797538e-05,0.0003588899999158457
1863,2.6438996428623796e-05,0.0003318700037198141
1864,1.62799988174811e-05,0.00046081999607849866
1865,2.580000727903098e-05,0.0004739300056826323
1866,2.5550005375407636e-05,0.0005794000026071444
1867,2.7599991881288588e-05,0.0004374799900688231
1868,2.549000782892108e-05,0.0003950199898099527
1869,2.0929001038894057e-05,0.0005208100046729669
1870,2.6440000510774553e-05,0.0003954599960707128
1871,2.680999750737101e-05,0.0005087299941806123
1872,2.5779998395591974e-05,0.0005938899994362146
1873,2.641000901348889e-05,0.0005543000006582588
1874,2.479000249877572e-05,0.0005412500031525269
1875,2.5240005925297737e-05,0.0003796599921770394
1876,1.9789993530139327e-05,0.000401080003939569
1877,2.61999957729131e-05,0.0004290999931981787
1878,2.5590008590370417e-05,0.0004882100038230419
1879,2.6030000299215317e-05,0.00048120001156348735
1880,2.636900171637535e-05,0.00036851900222245604
1881,2.8349997592158616e-05,0.0005882300029043108
1882,2.6209003408439457e-05,0.0005787000118289143
1883,2.7379996026866138e-05,0.0005845099949510768
1884,2.628899528644979e-05,0.000577390004764311
1885,2.5829998776316643e-05,0.0005351400031941012
1886,2.784999378491193e-05,0.0005517300014616922
1887,2.8920010663568974e-05,0.0005145200120750815
1888,3.038000431843102e-05,0.000590559997363016
1889,2.6519992388784885e-05,0.0005601099983323365
1890,2.675999712664634e-05,0.0005801500083180144
1891,2.6959998649545014e-05,0.0004331800009822473
1892,2.5560002541169524e-05,0.0005098809924675152
1893,2.7119996957480907e-05,0.00039354999898932874
1894,1.920000067912042e-05,0.00040506001096218824
1895,2.5928995455615222e-05,0.0004433610010892153
1896,2.597000275272876e-05,0.0004866600065724924
1897,2.7129994123242795e-05,0.0005690010002581403
1898,2.6959998649545014e-05,0.0005766299873357639
1899,2.8299997211433947e-05,0.0005368010024540126
1900,2.710000262595713e-05,0.0005777100013801828
1901,2.7910005883313715e-05,0.0004273999948054552
1902,2.439999661874026e-05,0.0004814300045836717
1903,2.6640002033673227e-05,0.00036175000423099846
1904,1.858999894466251e-05,0.0005170099902898073
1905,2.6430003345012665e-05,0.0005933100037509575
1906,2.6690002414397895e-05,0.0005785800021840259
1907,2.8319991542957723e-05,0.0005978989938739687
1908,2.815999323502183e-05,0.000374399998690933
1909,2.1371000912040472e-05,0.0003459090075921267
1910,1.946999691426754e-05,0.00035609999031294137
1911,1.876999158412218e-05,0.000344940010108985
1912,2.531999780330807e-05,0.0004384499916341156
1913,2.161000156775117e-05,0.0004235399974277243
1914,2.7040005079470575e-05,0.000559599997359328
1915,2.7529997169040143e-05,0.0005577900010393932
1916,2.702999336179346e-05,0.0005773500015493482
1917,2.6619993150234222e-05,0.0005452499899547547
1918,2.7839996619150043e-05,0.0005096399981994182
1919,1.8700011423788965e-05,0.0003931300016120076
1920,2.597099228296429e-05,0.0003681390080600977
1921,1.5569996321573853e-05,0.00035647999902721494
1922,2.5559987989254296e-05,0.0005517499957932159
1923,2.6470006559975445e-05,0.0005681199982063845
1924,2.5940011255443096e-05,0.0005821499944431707
1925,2.680000034160912e-05,0.0005721000052290037
1926,2.6460009394213557e-05,0.0005756890022894368
1927,2.7390007744543254e-05,0.00034994000452570617
1928,1.719000283628702e-05,0.000365059997420758
1929,2.0109000615775585e-05,0.00035061899689026177
1930,2.7449990739114583e-05,0.00039614998968318105
1931,1.794000854715705e-05,0.0004307199997128919
1932,1.6449994291178882e-05,0.0003789790062000975
1933,1.707000774331391e-05,0.0003758100065169856
1934,1.711999357212335e-05,0.00039932000800035894
1935,1.755000266712159e-05,0.00048688000242691487
1936,1.7169993952848017e-05,0.0004193399945506826
1937,2.2320004063658416e-05,0.0003546399966580793
1938,1.85999961104244e-05,0.000353719005943276
1939,1.9700004486367106e-05,0.0003515399876050651
1940,1.9140003132633865e-05,0.00038392000715248287
1941,1.9628991140052676e-05,0.00044053999590687454
1942,2.7970003429800272e-05,0.0005017200019210577
1943,2.7820002287626266e-05,0.00041355000576004386
1944,1.7480007954873145e-05,0.0004786600038642064
1945,2.0499996026046574e-05,0.0004936600016662851
1946,2.71500030066818e-05,0.00043017001007683575
1947,2.828000287991017e-05,0.0004573199985316023
1948,1.6860009054653347e-05,0.00042981999285984784
1949,1.850000990089029e-05,0.00040948999230749905
1950,3.121999907307327e-05,0.0003881590091623366
1951,2.1029001800343394e-05,0.00040520000038668513
1952,1.89099955605343e-05,0.0004587599978549406
1953,2.0020001102238894e-05,0.0004567099967971444
1954,2.0239996956661344e-05,0.0004097600030945614
1955,2.0000006770715117e-05,0.00043543000356294215
1956,2.675999712664634e-05,0.0005402000097092241
1957,2.7709000278264284e-05,0.0003601000062189996
1958,2.0460007362999022e-05,0.0003586000093491748
1959,2.8709997422993183e-05,0.0003582900098990649
1960,1.790000533219427e-05,0.00037647999124601483
1961,1.9869999960064888e-05,0.0005569700006162748
1962,2.47000134550035e-05,0.0003599299961933866
1963,1.889999839477241e-05,0.0003590599953895435
1964,1.649999467190355e-05,0.0004494199965847656
1965,2.8400012524798512e-05,0.00038934999611228704
1966,1.941999653354287e-05,0.0003701800014823675
1967,2.336000034119934e-05,0.00040826000622473657
1968,2.771000436041504e-05,0.00036811000609304756
1969,2.0171006326563656e-05,0.00037741000414825976
1970,2.4819993996061385e-05,0.0003663500101538375
1971,1.8020000425167382e-05,0.0003719200030900538
1972,2.750000567175448e-05,0.000546859999303706
1973,2.9589995392598212e-05,0.000410720007494092
1974,2.872900222428143e-05,0.00041743999463506043
1975,2.2231004550121725e-05,0.0003663499956019223
1976,2.0410006982274354e-05,0.00046147000102791935
1977,2.448000304866582e-05,0.00036330999864730984
1978,1.7400001524947584e-05,0.00038389999826904386
1979,2.967999898828566e-05,0.00045337999472394586
1980,2.8128997655585408e-05,0.0004805210046470165
1981,1.9329992937855422e-05,0.0004084999964106828
1982,2.1109997760504484e-05,0.00043667999852914363
1983,2.1319996449165046e-05,0.00041125099232885987
1984,2.7660003979690373e-05,0.000401209996198304
1985,1.9450002582743764e-05,0.0003661800001282245
1986,2.0980005501769483e-05,0.00045295000018086284
1987,3.056999412365258e-05,0.0004673790099332109
1988,1.956000050995499e-05,0.0003820099955191836
1989,1.8410006305202842e-05,0.0003678199864225462
1990,2.352999581489712e-05,0.000367468994227238
1991,2.0090999896638095e-05,0.00037785999302286655
1992,1.903000520542264e-05,0.0003711600002134219
1993,1.8480001017451286e-05,0.00039528000343125314
1994,2.3380009224638343e-05,0.00040820000867825
1995,2.0669001969508827e-05,0.000381201010895893
1996,3.024999750778079e-05,0.0004468100087251514
1997,2.9820002964697778e-05,0.0004432400019140914
1998,1.881000935100019e-05,0.0005420200031949207
1999,2.3130007321015e-05,0.0003990599943790585
2000,2.165099431294948e-05,0.00037974999577272683
2001,1.9960003555752337e-05,0.0003718999942066148
2002,2.950000634882599e-05,0.0003876900009345263
2003,1.8399994587525725e-05,0.00038176000816747546
2004,2.409999433439225e-05,0.00038547000440303236
2005,1.8860009731724858e-05,0.0004418499884195626
2006,1.894000160973519e-05,0.0004041600041091442
2007,2.1379993995651603e-05,0.0004244500014465302
2008,2.941999991890043e-05,0.00040163898665923625
2009,1.9489001715555787e-05,0.0003745399881154299
2010,1.8129998352378607e-05,0.000375561008695513
2011,1.9960003555752337e-05,0.0003961490001529455
2012,2.2289998014457524e-05,0.0003929899976355955
2013,2.854999911505729e-05,0.00038152998604346067
2014,2.3639993742108345e-05,0.0003786189918173477
2015,1.9259998225606978e-05,0.0003789910115301609
2016,1.9479994080029428e-05,0.0003795100055867806
2017,2.2760010324418545e-05,0.0003800089907599613
2018,3.0019989935681224e-05,0.00037572000292129815
2019,2.9970004106871784e-05,0.0003866990009555593
2020,1.908000558614731e-05,0.0003799699916271493
2021,1.9319995772093534e-05,0.00037526999949477613
2022,2.033999771811068e-05,0.0003959900059271604
2023,2.0980005501769483e-05,0.0003824190062005073
2024,2.1660001948475838e-05,0.0004021500062663108
2025,2.3120010155253112e-05,0.0003863399906549603
2026,2.1539992303587496e-05,0.0003852900117635727
2027,2.2470005205832422e-05,0.00038193000364117324
2028,1.8179998733103275e-05,0.00038035000034142286
2029,2.099999983329326e-05,0.000381090008886531
2030,2.0899999071843922e-05,0.00037973999860696495
2031,3.0149996746331453e-05,0.0005615100089926273
2032,2.6859997888095677e-05,0.0005872799956705421
2033,2.9459988581947982e-05,0.0005949400074314326
2034,2.580000727903098e-05,0.0004921600047964603
2035,1.9860002794303e-05,0.00038217900146264583
2036,2.3029992007650435e-05,0.00038671999936923385
2037,2.1510000806301832e-05,0.00038307099021039903
2038,2.0880004740320146e-05,0.0003818099939962849
2039,2.336000034119934e-05,0.0003813600051216781
2040,2.169999061152339e-05,0.00038173999928403646
2041,2.3669999791309237e-05,0.00038783000491093844
2042,1.9719998817890882e-05,0.00038569899334106594
2043,2.365000545978546e-05,0.0004133099864702672
2044,2.1530999219976366e-05,0.00039173099503386766
2045,2.3330008843913674e-05,0.00038667999615427107
2046,2.143999154213816e-05,0.00038205999589990824
2047,2.19999928958714e-05,0.0003841199941234663
2048,1.9829996745102108e-05,0.0003880700096487999
2049,2.0459992811083794e-05,0.0003833899972960353
2050,2.0229999790899456e-05,0.0003837000112980604
2051,2.0879990188404918e-05,0.0003841099969577044
2052,2.5240005925297737e-05,0.0003875399997923523
2053,1.9459999748505652e-05,0.0003868200001306832
2054,2.0688996301032603e-05,0.0003920699964510277
2055,1.9939994672313333e-05,0.00038675000541843474
2056,1.9090002751909196e-05,0.0003932410036213696
2057,1.9650004105642438e-05,0.0003912499960279092
2058,1.8239996279589832e-05,0.0003877499984810129
2059,1.8840000848285854e-05,0.00038918999780435115
2060,3.190999268554151e-05,0.00040173999150283635
2061,2.1199986804276705e-05,0.00040066000656224787
2062,2.0140010747127235e-05,0.0006085899949539453
2063,2.754999150056392e-05,0.0006125590007286519
2064,2.8130001737736166e-05,0.000651040012598969
2065,2.7210000553168356e-05,0.0005907500017201528
2066,2.6830006390810013e-05,0.0005761609936598688
2067,2.6438996428623796e-05,0.0005991399957565591
2068,2.5569999706931412e-05,0.00039755000034347177
2069,2.0089995814487338e-05,0.00040374998934566975
2070,1.9968996639363468e-05,0.0006189699925016612
2071,2.6640002033673227e-05,0.0005831699963891879
2072,2.4380002287216485e-05,0.0005990000063320622
2073,2.5240005925297737e-05,0.0005891699984204024
2074,2.5770001229830086e-05,0.0006039599975338206
2075,2.7221001801081002e-05,0.0006015399994794279
2076,2.6559995603747666e-05,0.0005879200034542009
2077,2.5910005206242204e-05,0.000617969999439083
2078,2.7860005502589047e-05,0.0006244700052775443
2079,2.7649002731777728e-05,0.0006244900141609833
2080,2.592999953776598e-05,0.0006304599955910817
2081,2.7119996957480907e-05,0.0006269300065468997
2082,2.6790003175847232e-05,0.000621219995082356
2083,2.6699999580159783e-05,0.0006214500026544556
2084,2.6299996534362435e-05,0.0005337199982022867
2085,2.7169997338205576e-05,0.0006263700051931664
2086,2.7950009098276496e-05,0.0006343900022329763
2087,2.8559996280819178e-05,0.000633550007478334
2088,2.8779992135241628e-05,0.0006496400019386783
2089,2.9489994631148875e-05,0.0006281100068008527
2090,2.798000059556216e-05,0.0006295600032899529
2091,2.8559996280819178e-05,0.0006344089924823493
2092,2.6859997888095677e-05,0.0006402700091712177
2093,2.7650006813928485e-05,0.0006492499960586429
2094,2.849999873433262e-05,0.0006150999979581684
2095,2.6049994630739093e-05,0.0005777589976787567
2096,2.461000985931605e-05,0.0005836000054841861
2097,2.737001341301948e-05,0.0006639299972448498
2098,2.763900556601584e-05,0.0004084299871465191
2099,3.918999573215842e-05,0.0006724210106767714
2100,2.7928996132686734e-05,0.0006623399967793375
2101,2.8230002499185503e-05,0.0006642600055783987
2102,2.893099735956639e-05,0.0006646999972872436
2103,2.950000634882599e-05,0.0006544700008817017
2104,2.605101326480508e-05,0.0006265700067160651
2105,2.7390007744543254e-05,0.0006019800057401881
2106,2.798000059556216e-05,0.0006390099879354239
2107,2.749000850599259e-05,0.0006467399944085628
2108,2.6370005798526108e-05,0.0006164700025692582
2109,2.723900252021849e-05,0.0006259399960981682
2110,2.7250003768131137e-05,0.0006338800012599677
2111,2.8059992473572493e-05,0.00041541000246070325
2112,1.8649996491149068e-05,0.0004047210095450282
2113,2.8580005164258182e-05,0.0006727500003762543
2114,2.9560003895312548e-05,0.0006419390119845048
2115,2.6860012440010905e-05,0.0004088199930265546
2116,1.8039994756691158e-05,0.00040622999949846417
2117,1.8649996491149068e-05,0.0004323800094425678
2118,2.671999391168356e-05,0.0004159399977652356
2119,1.863999932538718e-05,0.00041415999294258654
2120,1.8750011804513633e-05,0.00040978999459184706
2121,2.8220005333423615e-05,0.000660660007270053
2122,2.8210008167661726e-05,0.0006556500011356547
2123,2.91600008495152e-05,0.0005984500021440908
2124,2.780999056994915e-05,0.0006607700051972643
2125,2.8919996111653745e-05,0.0006149599939817563
2126,2.7389993192628026e-05,0.0006329199968604371
2127,2.7189991669729352e-05,0.0006324100104393438
2128,2.6139998226426542e-05,0.0006185699894558638
2129,2.6390000130049884e-05,0.0006168990075821057
2130,2.6529989554546773e-05,0.0006359600083669648
2131,2.70200107479468e-05,0.000626130000455305
