exponent,min_runtime_new,min_runtime_old
5867,8.608000644017011e-05,0.0024555199925089255
5868,7.655000081285834e-05,0.0024218799953814596
5869,8.286000229418278e-05,0.002525799995055422
5870,8.476000220980495e-05,0.0023689599911449477
5871,9.047999628819525e-05,0.0023939789971336722
5872,7.812000694684684e-05,0.002420789998723194
5873,7.88000033935532e-05,0.0023966699955053627
5874,7.790001109242439e-05,0.002392640002653934
5875,7.940999057609588e-05,0.0023933299962664023
5876,8.234998676925898e-05,0.0023897600040072575
5877,8.564000017940998e-05,0.002382279999437742
5878,9.057900751940906e-05,0.002403389007668011
5879,8.630999946035445e-05,0.0024493200035067275
5880,7.489899871870875e-05,0.002435200003674254
5881,7.662001007702202e-05,0.0024324099940713495
5882,7.851999544072896e-05,0.0024236699973698705
5883,8.669000817462802e-05,0.0024258499906864017
5884,7.692100189160556e-05,0.0024608999956399202
5885,0.00010532099986448884,0.0025503299984848127
5886,0.00010209000902250409,0.002500800008419901
5887,9.236000187229365e-05,0.0024270700087072328
5888,8.379000064451247e-05,0.002407299994956702
5889,9.297100768890232e-05,0.002410339002381079
5890,8.946101297624409e-05,0.002424979000352323
5891,8.296000305563211e-05,0.0029261300078360364
5892,8.136000542435795e-05,0.002470899999025278
5893,0.00014581999857909977,0.002572749988758005
5894,9.046999912243336e-05,0.002433789995848201
5895,7.712999649811536e-05,0.0024439900007564574
5896,0.00014179998834151775,0.002580789994681254
5897,8.476999937556684e-05,0.0024640200135763735
5898,7.788999937474728e-05,0.002660509999259375
5899,0.00015306900604628026,0.0032216689869528636
5900,7.75399967096746e-05,0.003133160003926605
5901,0.00014060000830795616,0.0030920099961804226
5902,0.00013955000031273812,0.002843958995072171
5903,7.842000923119485e-05,0.002673740003956482
5904,0.00013935999595560133,0.0030502199952024966
5905,0.0001232899958267808,0.0029089790041325614
5906,7.50600011087954e-05,0.002675459996680729
5907,0.0001349889935227111,0.0032958800002234057
5908,0.00012851999781560153,0.0026559289981378242
5909,0.0001326400088146329,0.0028823900065617636
5910,8.615999831818044e-05,0.0035101690009469166
5911,7.657999231014401e-05,0.0025621899985708296
5912,0.00014230000670067966,0.00274822000938002
5913,0.00014617000124417245,0.0025242900010198355
5914,9.378000686410815e-05,0.002658320008777082
5915,7.763000030536205e-05,0.0025728500040713698
5916,9.282000246457756e-05,0.002627479989314452
5917,0.00014850999286863953,0.0026059289957629517
5918,9.150999539997429e-05,0.0026895899936789647
5919,0.00010014000872615725,0.0025927499955287203
5920,9.46100044529885e-05,0.0026466989947948605
5921,9.35600110096857e-05,0.0026879700017161667
5922,0.00013028999092057347,0.0025442399928579107
5923,9.544000204186887e-05,0.0027564199990592897
5924,0.0001130599994212389,0.003970940000726841
5925,0.00013638999371323735,0.0030881299899192527
5926,0.00011138900299556553,0.003813329996773973
5927,8.01599962869659e-05,0.0033652599959168583
5928,0.00012168000102974474,0.0030568899965146556
5929,0.00014586999895982444,0.0035808389948215336
5930,0.0001512400049250573,0.0029980699910083786
5931,8.061999687924981e-05,0.0037959199980832636
5932,8.235999848693609e-05,0.0031124789966270328
5933,9.285000851377845e-05,0.0026154100050916895
5934,7.973999890964478e-05,0.0027653500001179054
5935,8.630000229459256e-05,0.0028350999928079545
5936,0.00013268001202959567,0.0028606400010176003
5937,7.922000077087432e-05,0.002573429999756627
5938,0.00010313100938219577,0.003167989998473786
5939,8.229000377468765e-05,0.0024975999986054376
5940,0.00010242000280413777,0.002791399005218409
5941,0.0001427100069122389,0.0032996000081766397
5942,0.00014184000610839576,0.00287787000706885
5943,8.120000711642206e-05,0.002747499995166436
5944,9.265000699087977e-05,0.0025154400063911453
5945,7.88999896030873e-05,0.002616548998048529
5946,8.73500102898106e-05,0.0025786399928620085
5947,0.00013852999836672097,0.0024755400081630796
5948,9.150999539997429e-05,0.00254760000098031
5949,8.677000005263835e-05,0.0029662199958693236
5950,9.517000580672175e-05,0.0030185799987521023
5951,9.531999239698052e-05,0.002521179005270824
5952,9.020000288728625e-05,0.0024965399934444577
5953,8.46699986141175e-05,0.0026916700007859617
5954,9.770000178832561e-05,0.0025269400066463277
5955,8.70100047904998e-05,0.0035264699981780723
5956,8.274000720120966e-05,0.0025196600035997108
5957,7.891999848652631e-05,0.0029711499955737963
5958,7.786900096107274e-05,0.0028060600016033277
5959,8.489999163430184e-05,0.0025683999992907047
5960,8.601999434176832e-05,0.0025297600077465177
5961,9.558998863212764e-05,0.002494549989933148
5962,9.577001037541777e-05,0.002568029987742193
5963,0.00010083999950438738,0.0025386500055901706
5964,8.657100261189044e-05,0.002535089006414637
5965,9.991999831981957e-05,0.0025845700001809746
5966,8.790999709162861e-05,0.002564959999290295
5967,9.744999988470227e-05,0.0025264900032198057
5968,9.380999836139381e-05,0.0024893490044632927
5969,7.967000419739634e-05,0.002489990001777187
5970,8.613000682089478e-05,0.0025180800002999604
5971,8.035000064410269e-05,0.0025105690001510084
5972,7.962000381667167e-05,0.002573709993157536
5973,8.721000631339848e-05,0.0027261100040050223
5974,8.77599959494546e-05,0.0025533399893902242
5975,9.416000102646649e-05,0.0025994200113927945
5976,8.474000787828118e-05,0.0025207500002579764
5977,9.256000339519233e-05,0.002537989988923073
5978,8.733999857213348e-05,0.002496599990990944
5979,9.65999934123829e-05,0.0025826900091487914
5980,8.328999683726579e-05,0.0024884099984774366
5981,9.513999975752085e-05,0.0025220399984391406
5982,9.635998867452145e-05,0.0025537600013194606
5983,8.942901331465691e-05,0.002581730004749261
5984,8.648000948596746e-05,0.0025414599949726835
5985,9.245099499821663e-05,0.002536200001486577
5986,0.000116129987873137,0.0025380790029885247
5987,8.076899393927306e-05,0.002536469997721724
5988,8.83799948496744e-05,0.002569119998952374
5989,8.796999463811517e-05,0.002537820997531526
5990,8.925001020543277e-05,0.002504060001228936
5991,8.904999413061887e-05,0.002950299996882677
5992,0.00014873998588882387,0.0026475099875824526
5993,0.00015002000145614147,0.003287819999968633
5994,0.00015006000467110425,0.004624010005500168
5995,0.0001519799989182502,0.004733680005301721
5996,7.937999907881021e-05,0.0026468400028534234
5997,0.0001474900054745376,0.004450891006854363
5998,0.00015130000247154385,0.004411930000060238
5999,0.00014442000247072428,0.004033129996969365
6000,0.00012589999823831022,0.0037298800016287714
6001,7.737000123597682e-05,0.002681119993212633
6002,8.128999616019428e-05,0.0025581299996702
6003,8.877000072970986e-05,0.0033988700015470386
6004,0.0001439100014977157,0.003588318999391049
6005,0.00011192000238224864,0.0033878390095196664
6006,7.940000796224922e-05,0.0025949699920602143
6007,8.321000495925546e-05,0.0032530900061829016
6008,8.493100176565349e-05,0.0026932100008707494
6009,8.246999641414732e-05,0.002555490005761385
6010,8.00400011939928e-05,0.003327550002723001
6011,0.000119140007882379,0.0031719100079499185
6012,8.059000538196415e-05,0.002810459991451353
6013,8.209000225178897e-05,0.002525089992559515
6014,0.00014887000725138932,0.003929858998162672
6015,8.932000491768122e-05,0.0028952699940418825
6016,0.00017845000547822565,0.004863330002990551
6017,0.00013074000889901072,0.004189109997241758
6018,0.00014461998944170773,0.004197700007352978
6019,0.00013133100583218038,0.0038796400040155277
6020,0.0001428989926353097,0.003887719998601824
6021,0.00014566999743692577,0.004354630000307225
6022,0.00014415000623557717,0.0036582910106517375
6023,0.00010633000056259334,0.003720910011907108
6024,0.00013560999650508165,0.0038285299960989505
6025,7.745999027974904e-05,0.0039896089874673635
6026,0.00013714999658986926,0.004341059990110807
6027,0.00014926900621503592,0.004256240004906431
6028,0.00014196999836713076,0.004927779998979531
6029,0.00012571999104693532,0.004360189006547444
6030,0.00013648999447468668,0.0042349499999545515
6031,0.000152729990077205,0.004481429990846664
6032,0.0001444100053049624,0.004316309990826994
6033,9.486000635661185e-05,0.0036156590067548677
6034,0.00015275100304279476,0.004413768998347223
6035,0.00014358000771608204,0.003766570007428527
6036,0.0001424999936716631,0.0035193289950257167
6037,0.00014069999451749027,0.0033043300063582137
6038,7.77100067352876e-05,0.004384109008242376
6039,0.0001442200009478256,0.004084539003088139
6040,8.123999577946961e-05,0.004445180005859584
6041,0.00013439000758808106,0.003121320012724027
6042,0.00014277000445872545,0.003327710001030937
6043,0.00014695999561809003,0.003344038996146992
6044,9.970000246539712e-05,0.003944260010030121
6045,9.19399899430573e-05,0.004038560000481084
6046,0.00015046999033074826,0.003296730006695725
6047,0.0001393799902871251,0.0042692390125012025
6048,0.0001375900028506294,0.004409499990288168
6049,0.0001493199961259961,0.0038398200122173876
6050,0.00014673100668005645,0.0042355500045232475
6051,0.0001449999981559813,0.0037892999971518293
6052,0.00012412000796757638,0.004183040000498295
6053,0.00014964000729378313,0.004492960011702962
6054,0.00014025000564288348,0.003677040003822185
6055,0.00014257000293582678,0.003956658998504281
6056,0.00014724000357091427,0.0038162500131875277
6057,0.0001341500028502196,0.003772178999497555
6058,0.00014668999938294291,0.004136019008001313
6059,7.96089880168438e-05,0.0026580499979900196
6060,9.685999248176813e-05,0.002718920004554093
6061,0.00013968000712338835,0.0036485099990386516
6062,0.00015024001186247915,0.003871109991450794
6063,0.0001305900077568367,0.002855939994333312
6064,0.0001447100075893104,0.0036806800053454936
6065,0.0001485299872001633,0.0045959799899719656
6066,0.00013318999845068902,0.004342450003605336
6067,0.00014914000348653644,0.0038140300021041185
6068,0.00014924000424798578,0.004286319002858363
6069,0.0001593000051798299,0.004074819007655606
6070,0.0001516799966339022,0.004489470011321828
6071,0.00015351000183727592,0.0034997600014321506
6072,0.0001820699981180951,0.004004189002444036
6073,0.00018069999350700527,0.004143009995459579
6074,0.00013883000065106899,0.0038746000063838437
6075,9.034000686369836e-05,0.004180878997431137
6076,0.0001479299971833825,0.004021429005661048
6077,8.132999937515706e-05,0.0037468189984792843
6078,0.0001549400039948523,0.003623709999374114
6079,8.690998947713524e-05,0.0035058799985563383
6080,0.00015416998940054327,0.004551628997432999
6081,0.00014357001055032015,0.0043862790043931454
6082,0.0001449999981559813,0.004041839987621643
6083,0.00014163900050334632,0.0035340000031283125
6084,8.035999780986458e-05,0.004485368990572169
6085,0.00013422899064607918,0.004495949004194699
6086,0.00015456000983249396,0.004399290002766065
6087,0.00015115000132936984,0.004173950001131743
6088,0.00015002000145614147,0.004514790009125136
6089,0.0001470400020480156,0.004416889001731761
6090,7.876000017859042e-05,0.0032093889894895256
6091,0.00014139999984763563,0.003595600006519817
6092,0.00014896001084707677,0.003577370007405989
6093,7.963999814819545e-05,0.0034173900057794526
6094,8.002000686246902e-05,0.004121789999771863
6095,0.00011349000851623714,0.004380108992336318
6096,7.984999683685601e-05,0.0027768900035880506
6097,8.150000940077007e-05,0.0032225890026893467
6098,0.00015115000132936984,0.004336949990829453
6099,0.00014458999794442207,0.0027618099993560463
6100,8.90200026333332e-05,0.0028004489868180826
6101,8.096999954432249e-05,0.0026483999972697347
6102,8.339999476447701e-05,0.002633069991134107
6103,8.928999886848032e-05,0.002742609998676926
6104,8.08300101198256e-05,0.003039200004423037
6105,0.0001607200101716444,0.003297239003586583
6106,0.0001462499931221828,0.002736029986408539
6107,0.00015735000488348305,0.004480098999920301
6108,0.00013487000251188874,0.00439910999557469
6109,8.327099203597754e-05,0.0031522799981758
6110,0.00015133000852074474,0.0031045999930938706
6111,0.00014775099407415837,0.003761398998904042
6112,8.117999823298305e-05,0.0038103590050013736
6113,0.00014216999989002943,0.0043189499992877245
6114,0.0001404899958288297,0.004238739013089798
6115,0.00014730000111740083,0.004166319995420054
6116,0.00015168001118581742,0.00431246000516694
6117,0.00015663000522181392,0.0028453900013118982
6118,0.0001357000001007691,0.0038011400029063225
6119,0.00014312000712379813,0.0037484999920707196
6120,7.897999603301287e-05,0.003921600000467151
6121,0.00013752000813838094,0.0035033200110774487
6122,0.00010607999865897,0.00406464900879655
6123,0.00013197999214753509,0.003456979990005493
6124,0.0001056400069501251,0.0039064699958544225
6125,0.00013293999654706568,0.004431460009072907
6126,0.00013664999278262258,0.004150759996264242
6127,0.00014526001177728176,0.004335329998866655
6128,0.00015608000103384256,0.003419120010221377
6129,0.00011177999840583652,0.004018399995402433
6130,0.00015212000289466232,0.00421848900441546
6131,0.00010124000255018473,0.0037614890024997294
6132,8.169999637175351e-05,0.002856399994925596
6133,0.00015227000403683633,0.0027705099928425625
6134,0.0001155299978563562,0.00387145001150202
6135,0.00015514100959990174,0.0027396089863032103
6136,8.81710002431646e-05,0.0026791199925355613
6137,8.466000144835562e-05,0.0026514000055612996
6138,0.00010690999624785036,0.0027151399990543723
6139,9.840998973231763e-05,0.0026776589947985485
6140,8.397999044973403e-05,0.003360150003572926
6141,0.00015511999663431197,0.003405688999919221
6142,0.00013634900096803904,0.003120270004728809
6143,8.341000648215413e-05,0.003471088988590054
6144,7.931000436656177e-05,0.0032702900061849505
6145,8.303999493364245e-05,0.00271279999287799
6146,8.23800073703751e-05,0.0028623999969568104
6147,7.999000081326813e-05,0.002613249991554767
6148,0.00013533000310417265,0.0036784099938813597
6149,9.406000026501715e-05,0.003607100006774999
6150,8.142000297084451e-05,0.0034601899969857186
6151,8.395999611821026e-05,0.003031360000022687
6152,8.695998985785991e-05,0.0027053700032411143
6153,0.00015173999418038875,0.003661180002382025
6154,7.968999852892011e-05,0.0033590700040804222
6155,0.0001474799937568605,0.003301019998616539
6156,7.945999095682055e-05,0.003011380002135411
6157,0.00011146000178996474,0.004029429008369334
6158,8.18190019344911e-05,0.0027549899969017133
6159,0.0001502800005255267,0.0031473099952563643
6160,0.00014737099991180003,0.0028718899993691593
6161,0.0001518600038252771,0.003875748996506445
6162,0.00012595999578479677,0.0035598999966168776
6163,0.00011249000090174377,0.004231590006384067
6164,0.00014395901234820485,0.004314429999794811
6165,0.00013708000187762082,0.004548659999272786
6166,0.0001575399946887046,0.00455688001238741
6167,0.00015668998821638525,0.004995670009520836
6168,0.00016159900405909866,0.0039049699989845976
6169,0.00014176999684423208,0.0035550100001273677
6170,0.00013016999582760036,0.0038246999902185053
6171,0.00010910899436566979,0.003623569995397702
6172,0.00015112000983208418,0.0030844499997328967
6173,9.050000517163426e-05,0.002769718994386494
6174,0.00015403999714180827,0.0029518399969674647
6175,8.548999903723598e-05,0.002990749999298714
6176,9.849999332800508e-05,0.0040832500089891255
6177,0.00015064000035636127,0.004412659996887669
6178,0.00014899999951012433,0.0039618900045752525
6179,8.53200035635382e-05,0.0030396200018003583
6180,8.347099355887622e-05,0.004083269988768734
6181,0.0001492509909439832,0.0045260699989739805
6182,0.00010339000436943024,0.003489319991786033
6183,0.0001559699885547161,0.00410870899213478
6184,0.00012036999396514148,0.004445760001544841
6185,0.00015255999460350722,0.004544399998849258
6186,0.00014430000737775117,0.00442841999756638
6187,0.00015523000911343843,0.005000140008633025
6188,0.00015469999925699085,0.0036396100040292367
6189,0.00015428999904543161,0.004541460002656095
6190,0.00014941999688744545,0.004893350007478148
6191,0.00011326000094413757,0.0028166199917905033
6192,0.0001312100066570565,0.003774539989535697
6193,0.00014424000983126462,0.004229398997267708
6194,0.00010727999324444681,0.004230720005580224
6195,0.00014514899521600455,0.004228509991662577
6196,0.00012598998728208244,0.0044237100082682446
6197,9.407999459654093e-05,0.0027648499963106588
6198,0.00015131999680306762,0.0031692299962742254
6199,0.00015284000255633146,0.0028561399958562106
6200,0.00015493000682909042,0.0041445889946771786
6201,0.000132310000481084,0.004239048997987993
6202,0.000149350002175197,0.0031372200028272346
6203,0.00013226000010035932,0.0031980999920051545
6204,8.317000174429268e-05,0.004027339993626811
6205,0.00014437000208999962,0.003737630002433434
6206,0.00013584000407718122,0.004980030003935099
6207,0.0001526099949842319,0.006939248996786773
6208,0.00013154999760445207,0.00656797899864614
6209,0.00013426000077743083,0.011247949005337432
6210,0.00013328000204637647,0.007746099989162758
6211,0.00014489999739453197,0.004536570006166585
6212,0.00015670999709982425,0.004658899997593835
6213,0.0001538199867354706,0.0058087100042030215
6214,0.00014819999341852963,0.004193739005131647
6215,0.00015995999274309725,0.004370868991827592
6216,0.00014674999692942947,0.0027174090064363554
6217,0.0001532299938844517,0.004382669998449273
6218,0.00010767999629024416,0.0034013800031971186
6219,0.00015067000640556216,0.004280990004190244
6220,0.000152320004417561,0.002699409000342712
6221,0.00015676900511607528,0.0031573700107401237
6222,0.0001098689972423017,0.0038827600074000657
6223,0.00015406000602524728,0.003970010002376512
6224,0.00010899099288508296,0.0032094100024551153
6225,0.00010514000314287841,0.003439099993556738
6226,0.00013169999874662608,0.004421520003234036
6227,0.0001601089898031205,0.002784489988698624
6228,8.086999878287315e-05,0.0048519289994146675
6229,0.00015230900316964835,0.0029187000036472455
6230,0.00015397999959532171,0.004679360004956834
6231,0.0001583099947310984,0.004556518993922509
6232,0.00015535899729002267,0.004596970000420697
6233,0.0001399000029778108,0.004564710005070083
6234,0.00015776899817865342,0.0040435300034005195
6235,0.00015981000615283847,0.0042708289984148
6236,0.00015836099919397384,0.004575639992253855
6237,0.00013751999358646572,0.004537159999017604
6238,0.00015735000488348305,0.004716908995760605
6239,0.00016068998957052827,0.002948379988083616
6240,8.725999214220792e-05,0.004327548987930641
6241,0.00015174999134615064,0.004720099997939542
6242,0.00015835999511182308,0.00471533001109492
6243,0.00016160000814124942,0.004960580001352355
6244,0.00014242000179365277,0.004855489998590201
6245,0.00014516999362967908,0.004867219002335332
6246,0.00015967999934218824,0.004954830001224764
6247,0.00015586000517942011,0.004465010002604686
6248,0.00014893000479787588,0.004435879993252456
6249,0.00015952000103425235,0.0043282900005578995
6250,0.00014649999502580613,0.0041082800016738474
6251,0.0001309400104219094,0.003994989994680509
6252,0.0001473099982831627,0.003134619997581467
6253,9.688000136520714e-05,0.0036072890070499852
6254,0.0001612410123925656,0.004619500003173016
6255,0.00015756000357214361,0.004725580001831986
6256,0.00015211000572890043,0.0036542399902828038
6257,0.00015545000496786088,0.0031720690021757036
6258,0.0001581699907546863,0.004770660001668148
6259,0.00015556899597868323,0.004566149989841506
6260,0.00016160000814124942,0.00471369999286253
6261,0.00016102900553960353,0.004779069990036078
6262,0.00015428999904543161,0.004378879006253555
6263,0.00013962999219074845,0.004285859991796315
6264,0.00013502000365406275,0.0044393999996827915
6265,0.00014401000225916505,0.004258920002030209
6266,0.0001470300048822537,0.004382739993161522
6267,0.00014016000204719603,0.005345209006918594
6268,0.00013821999891661108,0.004726639992441051
6269,0.0001699490094324574,0.004095038995728828
6270,0.0001563600089866668,0.004542490001767874
6271,9.837999823503196e-05,0.002764370001386851
6272,0.00010022999776992947,0.0028654500056291
6273,9.48999950196594e-05,0.0027962390013271943
6274,0.00014711999392602593,0.004123990001971833
6275,0.00011109099432360381,0.004635940000298433
6276,0.0001476800098316744,0.004546479001874104
6277,0.00013996000052429736,0.00447005000023637
6278,0.0001402100024279207,0.004833218990825117
6279,0.00015813000209163874,0.00463708900497295
6280,0.00015085999621078372,0.004607189999660477
6281,0.0001419300097040832,0.004045319990837015
6282,9.78600000962615e-05,0.00490200899366755
6283,0.00013713000225834548,0.004289710006560199
6284,0.00015227000403683633,0.004356069999630563
6285,0.00015594999422319233,0.004709490007371642
6286,8.561999129597098e-05,0.0045909900072729215
6287,0.00015920000441838056,0.004655459997593425
6288,0.00014566000027116388,0.006783068994991481
6289,0.0001621999981580302,0.004764389988849871
6290,0.00015992899716366082,0.004798690002644435
6291,0.0001614299981156364,0.004545429997961037
6292,0.00016176998906303197,0.0040559699991717935
6293,0.0001530599984107539,0.004515969994827174
6294,0.00011355099559295923,0.0027451089990790933
6295,0.0001592799962963909,0.003927159996237606
6296,0.0001505599939264357,0.00439214899961371
6297,0.00016445999790448695,0.004393119001179002
6298,0.00015845999587327242,0.004886819995590486
6299,8.687000081408769e-05,0.003036588997929357
6300,0.00010108000424224883,0.0040249090088764206
6301,0.00014341001224238425,0.002884390007238835
6302,8.706000517122447e-05,0.003421009998419322
6303,0.00010977999772876501,0.003093120001722127
6304,9.010000212583691e-05,0.003111979996901937
6305,0.00011049000022467226,0.0028479699976742268
6306,9.513999975752085e-05,0.003906800004187971
6307,8.800999785307795e-05,0.003143339999951422
6308,9.892899834085256e-05,0.003070338992984034
6309,9.464999311603606e-05,0.0038594900106545538
6310,0.00016063099610619247,0.004252359998645261
6311,8.785999671090394e-05,0.0028289500041864812
6312,9.160999616142362e-05,0.0031398599967360497
6313,0.0001195799995912239,0.003857800009427592
6314,9.410000347997993e-05,0.004045519992359914
6315,9.528000373393297e-05,0.0027704899985110387
6316,0.00016225999570451677,0.004685299994889647
6317,0.00015970900130923837,0.004261440000846051
6318,0.00016415999562013894,0.004737449999083765
6319,0.00015798999811522663,0.00464047999412287
6320,0.00016372000391129404,0.004725869002868421
6321,0.00014381000073626637,0.0046456400013994426
6322,0.00014730000111740083,0.004915839992463589
6323,0.00016014999710023403,0.003817529999651015
6324,0.00012506000348366797,0.0030079099960858002
6325,0.00012341000547166914,0.003940070004318841
6326,0.00014891999308019876,0.0048397299979114905
6327,0.00016682999557815492,0.004487629004870541
6328,0.00013947999104857445,0.004630369003280066
6329,0.00014514000213239342,0.0040092999988701195
6330,9.765000140760094e-05,0.004222209012368694
6331,0.00013564000255428255,0.00367585000640247
6332,0.00014118000399321318,0.004152609995799139
6333,0.00010259999544359744,0.003529479989083484
6334,0.0001313399989157915,0.0035963889968115836
6335,9.049000800587237e-05,0.0027915300015592948
6336,0.00016116999904625118,0.004407300002640113
6337,0.00010452000424265862,0.003469060000497848
6338,9.096000576391816e-05,0.0028592500020749867
6339,0.00015978000010363758,0.004070178998517804
6340,0.00015870999777689576,0.0042389299924252555
6341,0.00015711100422777236,0.004160488999332301
6342,0.00015831000928301364,0.004755938993184827
6343,0.00010750000365078449,0.0028745599993271753
6344,0.0001188000023830682,0.003706548988702707
6345,0.00015919000725261867,0.004059399987454526
6346,0.00014091000775806606,0.00453496900445316
6347,0.0001509200083091855,0.004117139003938064
6348,0.00015312100003939122,0.004356949997600168
6349,0.00010161999671254307,0.0048621289897710085
6350,0.00017020000086631626,0.005068479003966786
6351,0.00015037000412121415,0.004717179006547667
6352,0.00016652001067996025,0.004552779995719902
6353,8.908999734558165e-05,0.003328010003315285
6354,0.00016106999828480184,0.002884989997255616
6355,0.00017100998957175761,0.0047779800079297274
6356,0.00016914999287109822,0.005006778999813832
6357,0.00017142000433523208,0.0038736999995307997
6358,9.441000293008983e-05,0.005667769000865519
6359,0.00015391000488307327,0.008983509003883228
6360,0.00016385999333579093,0.004416170006152242
6361,9.432001388631761e-05,0.005020929005695507
6362,0.00016080000204965472,0.0042433799972059205
6363,0.00010649999603629112,0.004691239999374375
6364,0.0001630100014153868,0.0028557000041473657
6365,0.00014641998859588057,0.003215289005311206
6366,8.97999998414889e-05,0.00352800999826286
6367,0.00016515000606887043,0.004023210000013933
6368,9.460900037083775e-05,0.0038338299928000197
6369,8.897000225260854e-05,0.005160979999345727
6370,0.00016402000619564205,0.005074639993836172
6371,0.00016114999016281217,0.0049676300113787875
6372,0.0001545999984955415,0.004244410010869615
6373,0.000152620006701909,0.0049201599904336035
6374,0.00014826899860054255,0.004731638997327536
6375,0.0001670199999352917,0.004496908994042315
6376,0.00016375000996049494,0.004487629994400777
6377,0.000152749998960644,0.005126780000864528
6378,0.00011817998893093318,0.0038475700130220503
6379,0.00015259999781847,0.004655099997762591
6380,0.000168889993801713,0.005039658994064666
6381,0.00016450000111944973,0.003623240001616068
6382,8.723000064492226e-05,0.0039662189956288785
6383,0.00015935998817440122,0.0038337200094247237
6384,8.99800070328638e-05,0.003551458998117596
6385,0.00013296998804435134,0.004568179996567778
6386,0.0001184699940495193,0.004454799011000432
6387,0.00015897001139819622,0.004543579998426139
6388,0.00015459000132977962,0.00450280899531208
6389,0.0001253299997188151,0.00462009001057595
6390,9.000999853014946e-05,0.0030930889915907755
6391,0.00016407000657636672,0.004789469996467233
6392,0.0001634799991734326,0.004280089007806964
6393,0.00014411000302061439,0.004917180005577393
6394,0.000142529999720864,0.00433033901208546
6395,0.00015550000534858555,0.0048794500035000965
6396,0.00015927001368254423,0.005283830003463663
6397,0.00015514100959990174,0.005404340001405217
6398,0.00016373899416066706,0.00444588900427334
6399,9.097000292968005e-05,0.0031517500028712675
6400,0.00015382000128738582,0.004958289995556697
6401,0.00016083000809885561,0.004143890007981099
6402,9.948000661097467e-05,0.004555430001346394
6403,9.6160001703538e-05,0.0045933990040794015
6404,0.00016159900405909866,0.004180878997431137
6405,0.00013363000471144915,0.003478299011476338
6406,0.00015562000044155866,0.004654499993193895
6407,0.00015223999798763543,0.0046465299965348095
6408,0.0001586299913469702,0.004739200012409128
6409,8.944100409280509e-05,0.0034355190000496805
6410,0.00015238999912980944,0.004951929993694648
6411,0.00016496999887749553,0.0035169700131518766
6412,0.00015103099576663226,0.004464290002943017
6413,0.00011530000483617187,0.004059030005009845
6414,0.00010673000360839069,0.003462039996520616
6415,0.00014275898865889758,0.004721560006146319
6416,0.00015574999270029366,0.004655209995689802
6417,0.0001570799940964207,0.004151589993853122
6418,0.00014124999870546162,0.003074159991228953
6419,9.878000128082931e-05,0.003254098992329091
6420,0.00011456001084297895,0.0036029100010637194
6421,0.0001642400020500645,0.002811658996506594
6422,0.00013775000115856528,0.0037945599906379357
6423,0.0001591100008226931,0.004481960000703111
6424,0.00013582000974565744,0.0034468700032448396
6425,0.00010484999802429229,0.003999089996796101
6426,0.00014186999760568142,0.003658790999907069
6427,0.0001280699943890795,0.0035045099939452484
6428,9.515899000689387e-05,0.0036115999973844737
6429,0.00014327900134958327,0.003768028997001238
6430,9.905100159812719e-05,0.004187429993180558
6431,0.00015845999587327242,0.0032151990017155185
6432,0.00010982000094372779,0.0030340100056491792
6433,0.00011290900874882936,0.004661700004362501
6434,0.00010758001008071005,0.003205419998266734
6435,9.955000132322311e-05,0.004043180000735447
6436,0.00012912999955005944,0.003466959999059327
6437,0.00013811000098939985,0.00351603000308387
6438,0.00015888999041635543,0.004055960002006032
6439,9.89399995887652e-05,0.0036857200029771775
6440,0.00011788999836426228,0.002986510007758625
6441,0.00010788001236505806,0.0039621499890927225
6442,0.0001611800107639283,0.0040955990116344765
6443,0.00016368999786209315,0.003174040000885725
6444,0.00010920000204350799,0.004430608998518437
6445,0.00014876900240778923,0.004466849000891671
6446,0.000165940000442788,0.004482050004298799
6447,0.00014578999252989888,0.0038778499874752015
6448,0.00015510999946855009,0.004340779996709898
6449,9.582001075614244e-05,0.0037978299951646477
6450,0.00012138999591115862,0.0035300690069561824
6451,9.028101339936256e-05,0.0033744300017133355
6452,0.00012113999400753528,0.003752029995666817
6453,0.0001029900013236329,0.0035487699933582917
6454,9.10399976419285e-05,0.0028454799903556705
6455,9.374000364914536e-05,0.0028607099957298487
6456,0.00014813999587204307,0.003408890013815835
6457,9.46100044529885e-05,0.0029354200087254867
6458,0.00010791000386234373,0.0033151800016639754
6459,9.930999658536166e-05,0.002846480012522079
6460,0.00010474999726284295,0.0035887200065189973
6461,0.0001066999975591898,0.0029453699971782044
6462,0.0001648299949010834,0.0037164100067457184
6463,0.00013769099314231426,0.0028773300000466406
6464,0.00010337999265175313,0.0029249600047478452
6465,0.00011194001126568764,0.0030139499867800623
6466,9.930999658536166e-05,0.003663240000605583
6467,0.0001581999968038872,0.003348850004840642
6468,0.00015669999993406236,0.0040053100092336535
6469,0.00015995900321286172,0.0035100090026389807
6470,0.00010005099466070533,0.003621630006819032
6471,0.00015959999291226268,0.0046397099940804765
6472,0.00016809000226203352,0.0031903100025374442
6473,0.00016527000116184354,0.0033260710042668507
6474,0.00015611998969689012,0.002861989996745251
6475,9.99000039882958e-05,0.0028803010063711554
6476,9.924000187311321e-05,0.0029060499946353957
6477,0.0001940299989655614,0.0029207699990365654
6478,9.9580007372424e-05,0.002856988998246379
6479,0.00010333099635317922,0.002846759991371073
6480,0.00010751999798230827,0.002862498993636109
6481,0.00010830900282599032,0.00285554000583943
